Index,Time,debug_PWM_A,debug_PWM_B,debug_PWM_C,debug_IA,debug_IB,debug_IC,pos_estimate_debug,open_phase_debug,open_phase_vel_debug,open_Vd_debug,open_Vq_debug,alpha_debug,beta_debug,sectant_debug,cos_p_debug,sin_p_debug
1512,7.562235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1513,7.567250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1514,7.572240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1515,7.577257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1516,7.582240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1517,7.587255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1518,7.592236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1519,7.597246,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1520,7.602242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1521,7.607256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1522,7.612250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1523,7.617252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1524,7.622232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1525,7.627253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1526,7.632233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1527,7.637304,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1528,7.642236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1529,7.647233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1530,7.652252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1531,7.657238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1532,7.662248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1533,7.667251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1534,7.672247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1535,7.677239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1536,7.682248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1537,7.687242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1538,7.692255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1539,7.697238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1540,7.702251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1541,7.707232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1542,7.712251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1543,7.717237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1544,7.722252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1545,7.727238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1546,7.732256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1547,7.737231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1548,7.742296,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1549,7.747239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1550,7.752230,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1551,7.757248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1552,7.762240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1553,7.767245,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1554,7.772236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1555,7.777255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1556,7.782253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1557,7.787254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1558,7.792237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1559,7.797248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1560,7.802241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1561,7.807247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1562,7.812240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1563,7.817248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1564,7.822241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1565,7.827248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1566,7.832240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1567,7.837313,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1568,7.842249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1569,7.847235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1570,7.852257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1571,7.857242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1572,7.862255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1573,7.867241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1574,7.872249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1575,7.877230,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1576,7.882245,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1577,7.887241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1578,7.892255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1579,7.897256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1580,7.902253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1581,7.907238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1582,7.912258,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1583,7.917243,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1584,7.922253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1585,7.927239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1586,7.932258,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1587,7.937240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1588,7.942254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1589,7.947248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1590,7.952281,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1591,7.957235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1592,7.962239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1593,7.967257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1594,7.972238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1595,7.977252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1596,7.982233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1597,7.987246,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1598,7.992242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1599,7.997248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1600,8.002252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1601,8.007246,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1602,8.012236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1603,8.017253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1604,8.022243,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1605,8.027251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1606,8.032242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1607,8.037251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1608,8.042234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1609,8.047251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1610,8.052234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1611,8.057284,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1612,8.062238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1613,8.067234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1614,8.072255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1615,8.077237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1616,8.082250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1617,8.087231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1618,8.092257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1619,8.097240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1620,8.102247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1621,8.107233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1622,8.112255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1623,8.117240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1624,8.122248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1625,8.127232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1626,8.132254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1627,8.137236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1628,8.142253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1629,8.147236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1630,8.152253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1631,8.157235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1632,8.162239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1633,8.167252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1634,8.172234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1635,8.177254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1636,8.182237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1637,8.187257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1638,8.192239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1639,8.197249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1640,8.202240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1641,8.207248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1642,8.212240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1643,8.217249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1644,8.222239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1645,8.227248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1646,8.232240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1647,8.237254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1648,8.242237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1649,8.247257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1650,8.252239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1651,8.257351,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1652,8.262234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1653,8.267240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1654,8.272249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1655,8.277231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1656,8.282250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1657,8.287232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1658,8.292252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1659,8.297235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1660,8.302254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1661,8.307240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1662,8.312256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1663,8.317241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1664,8.322249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1665,8.327255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1666,8.332245,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1667,8.337240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1668,8.342247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1669,8.347242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1670,8.352248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1671,8.357231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1672,8.362234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1673,8.367247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1674,8.372241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1675,8.377255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1676,8.382239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1677,8.387249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1678,8.392232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1679,8.397257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1680,8.402236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1681,8.407253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1682,8.412231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1683,8.417247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1684,8.422240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1685,8.427250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1686,8.432232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1687,8.437253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1688,8.442237,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1689,8.447255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1690,8.452238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1691,8.457355,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1692,8.462233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1693,8.467239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1694,8.472246,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1695,8.477240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1696,8.482258,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1697,8.487238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1698,8.492247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1699,8.497233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1700,8.502254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1701,8.507239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1702,8.512257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1703,8.517242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1704,8.522249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1705,8.527230,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1706,8.532249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1707,8.537231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1708,8.542256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1709,8.547238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1710,8.552273,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1711,8.557251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1712,8.562300,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1713,8.567234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1714,8.572241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1715,8.577256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1716,8.582238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1717,8.587252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1718,8.592232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1719,8.597252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1720,8.602231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1721,8.607248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1722,8.612255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1723,8.617248,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1724,8.622239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1725,8.627253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1726,8.632234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1727,8.637246,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1728,8.642242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1729,8.647250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1730,8.652232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1731,8.657304,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1732,8.662238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1733,8.667233,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1734,8.672254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1735,8.677235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1736,8.682255,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1737,8.687236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1738,8.692250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1739,8.697236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1740,8.702253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1741,8.707239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1742,8.712250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1743,8.717235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1744,8.722256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1745,8.727239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1746,8.732253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1747,8.737236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1748,8.742247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1749,8.747242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1750,8.752256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1751,8.757239,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1752,8.762286,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1753,8.767236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1754,8.772231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1755,8.777253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1756,8.782235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1757,8.787252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1758,8.792242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1759,8.797258,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1760,8.802236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1761,8.807247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1762,8.812238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1763,8.817251,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1764,8.822242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1765,8.827254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1766,8.832245,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1767,8.837245,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1768,8.842241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1769,8.847253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1770,8.852234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1771,8.857253,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1772,8.862234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1773,8.867347,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1774,8.872231,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1775,8.877238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1776,8.882381,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1777,8.887240,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1778,8.892257,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1779,8.897242,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1780,8.902247,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1781,8.907232,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1782,8.912250,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1783,8.917236,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1784,8.922252,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1785,8.927234,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1786,8.932256,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1787,8.937238,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1788,8.942249,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1789,8.947230,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1790,8.952254,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1791,8.957241,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1792,8.962263,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
1793,8.967235,0,0,0,0,0,0,-0.373234898,0,0,0,0,0.27930066,0,1,0,0
