Index,Time,debug_PWM_A,debug_PWM_B,debug_PWM_C,debug_IA,debug_IB,debug_IC,pos_estimate_debug
158,0.158682,0,0,0,0,0,0,-0.126900017
159,0.159691,0,0,0,0,0,0,-0.126900017
160,0.160674,0,0,0,0,0,0,-0.126900017
161,0.161696,0,0,0,0,0,0,-0.126900017
162,0.162693,0,0,0,0,0,0,-0.126900017
163,0.163690,0,0,0,0,0,0,-0.126900017
164,0.164685,0,0,0,0,0,0,-0.126900017
165,0.165697,0,0,0,0,0,0,-0.126900017
166,0.166679,0,0,0,0,0,0,-0.126900017
167,0.167687,0,0,0,0,0,0,-0.126900017
168,0.168682,0,0,0,0,0,0,-0.126900017
169,0.169691,0,0,0,0,0,0,-0.126900017
170,0.170674,0,0,0,0,0,0,-0.126900017
171,0.171696,0,0,0,0,0,0,-0.126900017
172,0.172703,0,0,0,0,0,0,-0.126900017
173,0.173700,0,0,0,0,0,0,-0.126900017
174,0.174696,0,0,0,0,0,0,-0.126900017
175,0.175682,0,0,0,0,0,0,-0.126900017
176,0.176693,0,0,0,0,0,0,-0.126900017
177,0.177701,0,0,0,0,0,0,-0.126900017
178,0.178696,0,0,0,0,0,0,-0.126900017
179,0.179678,0,0,0,0,0,0,-0.126900017
180,0.180689,0,0,0,0,0,0,-0.126900017
181,0.181684,0,0,0,0,0,0,-0.126900017
182,0.182692,0,0,0,0,0,0,-0.126900017
183,0.183783,0,0,0,0,0,0,-0.126900017
184,0.184677,0,0,0,0,0,0,-0.126900017
185,0.185691,0,0,0,0,0,0,-0.126900017
186,0.186674,0,0,0,0,0,0,-0.126900017
187,0.187694,0,0,0,0,0,0,-0.126900017
188,0.188678,0,0,0,0,0,0,-0.126900017
189,0.189686,0,0,0,0,0,0,-0.126900017
190,0.190681,0,0,0,0,0,0,-0.126900017
191,0.191689,0,0,0,0,0,0,-0.126900017
192,0.192684,0,0,0,0,0,0,-0.126900017
193,0.193693,0,0,0,0,0,0,-0.126900017
194,0.194722,0,0,0,0,0,0,-0.126900017
195,0.195690,0,0,0,0,0,0,-0.126900017
196,0.196687,0,0,0,0,0,0,-0.126900017
197,0.197683,0,0,0,0,0,0,-0.126900017
198,0.198693,0,0,0,0,0,0,-0.126900017
199,0.199676,0,0,0,0,0,0,-0.126900017
200,0.200698,0,0,0,0,0,0,-0.126900017
201,0.201681,0,0,0,0,0,0,-0.126900017
202,0.202690,0,0,0,0,0,0,-0.126900017
203,0.203673,0,0,0,0,0,0,-0.126900017
204,0.204696,0,0,0,0,0,0,-0.126900017
205,0.205740,0,0,0,0,0,0,-0.126900017
206,0.206683,0,0,0,0,0,0,-0.126900017
207,0.207693,0,0,0,0,0,0,-0.126900017
208,0.208676,0,0,0,0,0,0,-0.126900017
209,0.209698,0,0,0,0,0,0,-0.126900017
210,0.210681,0,0,0,0,0,0,-0.126900017
211,0.211690,0,0,0,0,0,0,-0.126900017
212,0.212673,0,0,0,0,0,0,-0.126900017
213,0.213696,0,0,0,0,0,0,-0.126900017
214,0.214680,0,0,0,0,0,0,-0.126900017
215,0.215691,0,0,0,0,0,0,-0.126900017
216,0.216720,0,0,0,0,0,0,-0.126900017
217,0.217680,0,0,0,0,0,0,-0.126900017
218,0.218689,0,0,0,0,0,0,-0.126900017
219,0.219684,0,0,0,0,0,0,-0.126900017
220,0.220693,0,0,0,0,0,0,-0.126900017
221,0.221677,0,0,0,0,0,0,-0.126900017
222,0.222698,0,0,0,0,0,0,-0.126900017
223,0.223681,0,0,0,0,0,0,-0.126900017
224,0.224689,0,0,0,0,0,0,-0.126900017
225,0.225677,0,0,0,0,0,0,-0.126900017
226,0.226687,0,0,0,0,0,0,-0.126900017
227,0.227716,0,0,0,0,0,0,-0.126900017
228,0.228680,0,0,0,0,0,0,-0.126900017
229,0.229688,0,0,0,0,0,0,-0.126900017
230,0.230683,0,0,0,0,0,0,-0.126900017
231,0.231691,0,0,0,0,0,0,-0.126900017
232,0.232674,0,0,0,0,0,0,-0.126900017
233,0.233696,0,0,0,0,0,0,-0.126900017
234,0.234678,0,0,0,0,0,0,-0.126900017
235,0.235694,0,0,0,0,0,0,-0.126900017
236,0.236690,0,0,0,0,0,0,-0.126900017
237,0.237673,0,0,0,0,0,0,-0.126900017
238,0.238752,0,0,0,0,0,0,-0.126900017
239,0.239700,0,0,0,0,0,0,-0.126900017
240,0.240683,0,0,0,0,0,0,-0.126900017
241,0.241692,0,0,0,0,0,0,-0.126900017
242,0.242675,0,0,0,0,0,0,-0.126900017
243,0.243697,0,0,0,0,0,0,-0.126900017
244,0.244679,0,0,0,0,0,0,-0.126900017
245,0.245690,0,0,0,0,0,0,-0.126900017
246,0.246673,0,0,0,0,0,0,-0.126900017
247,0.247695,0,0,0,0,0,0,-0.126900017
248,0.248677,0,0,0,0,0,0,-0.126900017
249,0.249692,0,0,0,0,0,0,-0.126900017
250,0.250688,0,0,0,0,0,0,-0.126900017
251,0.251684,0,0,0,0,0,0,-0.126900017
252,0.252693,0,0,0,0,0,0,-0.126900017
253,0.253675,0,0,0,0,0,0,-0.126900017
254,0.254696,0,0,0,0,0,0,-0.126900017
255,0.255683,0,0,0,0,0,0,-0.126900017
256,0.256691,0,0,0,0,0,0,-0.126900017
257,0.257674,0,0,0,0,0,0,-0.126900017
258,0.258695,0,0,0,0,0,0,-0.126900017
259,0.259762,0,0,0,0,0,0,-0.126900017
260,0.260678,0,0,0,0,0,0,-0.126900017
261,0.261700,0,0,0,0,0,0,-0.126900017
262,0.262683,0,0,0,0,0,0,-0.126900017
263,0.263691,0,0,0,0,0,0,-0.126900017
264,0.264675,0,0,0,0,0,0,-0.126900017
265,0.265699,0,0,0,0,0,0,-0.126900017
266,0.266682,0,0,0,0,0,0,-0.126900017
267,0.267691,0,0,0,0,0,0,-0.126900017
268,0.268676,0,0,0,0,0,0,-0.126900017
269,0.269697,0,0,0,0,0,0,-0.126900017
270,0.270713,0,0,0,0,0,0,-0.126900017
271,0.271687,0,0,0,0,0,0,-0.126900017
272,0.272698,0,0,0,0,0,0,-0.126900017
273,0.273681,0,0,0,0,0,0,-0.126900017
274,0.274690,0,0,0,0,0,0,-0.126900017
275,0.275676,0,0,0,0,0,0,-0.126900017
276,0.276699,0,0,0,0,0,0,-0.126900017
277,0.277681,0,0,0,0,0,0,-0.126900017
278,0.278690,0,0,0,0,0,0,-0.126900017
279,0.279673,0,0,0,0,0,0,-0.126900017
280,0.280696,0,0,0,0,0,0,-0.126900017
281,0.281836,0,0,0,0,0,0,-0.126900017
282,0.282589,0,0,0,0,0,0,-0.126900017
283,0.283696,0,0,0,0,0,0,-0.126900017
284,0.284680,0,0,0,0,0,0,-0.126900017
285,0.285692,0,0,0,0,0,0,-0.126900017
286,0.286675,0,0,0,0,0,0,-0.126900017
287,0.287696,0,0,0,0,0,0,-0.126900017
288,0.288681,0,0,0,0,0,0,-0.126900017
289,0.289690,0,0,0,0,0,0,-0.126900017
290,0.290685,0,0,0,0,0,0,-0.126900017
291,0.291696,0,0,0,0,0,0,-0.126900017
292,0.292697,0,0,0,0,0,0,-0.126900017
293,0.293815,0,0,0,0,0,0,-0.126900017
294,0.294593,0,0,0,0,0,0,-0.126900017
295,0.295703,0,0,0,0,0,0,-0.126900017
296,0.296674,0,0,0,0,0,0,-0.126900017
297,0.297695,0,0,0,0,0,0,-0.126900017
298,0.298678,0,0,0,0,0,0,-0.126900017
