Index,Time,debug_PWM_A,debug_PWM_B,debug_PWM_C,debug_IA,debug_IB,debug_IC,pos_estimate_debug
3644,3.644678,0.476959884,0.489307046,0.523040116,2.21557593,-0.745239198,-1.47033668,-0.394911885
3645,3.645690,0.476438552,0.489065111,0.523561478,2.47741675,-0.694885254,-1.7825315,-0.399086088
3646,3.646685,0.475743532,0.48874253,0.524123192,2.60833716,-0.563964844,-2.04437232,-0.404929012
3647,3.647693,0.475220352,0.488499731,0.524779677,2.68386817,-0.317230195,-2.36663795,-0.407026708
3648,3.648677,0.474713385,0.488264441,0.525286615,2.70401001,-0.125884995,-2.578125,-0.409271985
3649,3.649698,0.474222958,0.488036841,0.525777042,2.67379737,0.0654601976,-2.73925757,-0.411714166
3650,3.650727,0.473707855,0.487797767,0.526292145,2.57308936,0.25176999,-2.82485938,-0.413207144
3651,3.651679,0.473272294,0.487595618,0.526727676,2.49252319,0.453186005,-2.94570923,-0.413938433
3652,3.652687,0.472726613,0.487342358,0.527166486,2.40188599,0.629424989,-3.03131104,-0.41418457
3653,3.653683,0.472332537,0.487159491,0.527667522,2.33642554,0.755309999,-3.0917356,-0.414065093
3654,3.654692,0.471912801,0.486964703,0.528087258,2.30621314,0.861053407,-3.14712477,-0.413814336
3655,3.655678,0.471578896,0.486809731,0.528421104,2.31124854,0.916442752,-3.22769117,-0.413305789
3656,3.656700,0.471196711,0.486632347,0.528803289,2.34146094,0.931549013,-3.27301002,-0.412851095
3657,3.657682,0.470856369,0.486474395,0.529143631,2.38174438,0.931549013,-3.31329346,-0.412844032
3658,3.658691,0.470458448,0.48628971,0.529487848,2.42202735,0.931549013,-3.35357642,-0.411878377
3659,3.659673,0.470138788,0.486141354,0.529861212,2.49252319,0.926513612,-3.41903687,-0.411271304
3660,3.660695,0.469862759,0.486013263,0.530137241,2.50259376,0.951690674,-3.45428443,-0.411006421
3661,3.661793,0.469618797,0.48589462,0.530392885,2.52273536,0.971832216,-3.49456763,-0.410697043
3662,3.662585,0.469396412,0.485796839,0.530603588,2.527771,0.991973877,-3.51974487,-0.41051659
3663,3.663691,0.46920681,0.485708833,0.53079319,2.57308936,0.986938417,-3.56002784,-0.410265833
3664,3.664673,0.468894958,0.485607922,0.531010687,2.60833716,0.986938417,-3.59527564,-0.409893215
3665,3.665698,0.468777806,0.485509723,0.531222165,2.63854957,0.976867676,-3.61541724,-0.4095909
3666,3.666681,0.468607724,0.485430807,0.531392276,2.66876221,0.951690674,-3.60534668,-0.409309685
3667,3.667689,0.468483955,0.485373348,0.531516075,2.69393921,0.931549013,-3.62548828,-0.409232378
3668,3.668685,0.468381822,0.485325962,0.531618178,2.72918677,0.90133667,-3.63052344,-0.409080029
3669,3.669699,0.468276292,0.485276967,0.531723678,2.73925781,0.89630121,-3.63555908,-0.408941686
3670,3.670697,0.468231857,0.485256344,0.531768084,2.75939941,0.886230409,-3.64562988,-0.408946335
3671,3.671679,0.468150288,0.485218495,0.531849742,2.78961158,0.871124148,-3.66073561,-0.408941627
3672,3.672698,0.468166679,0.485226095,0.531833291,2.78961158,0.861053407,-3.65066504,-0.408965051
3673,3.673695,0.468179882,0.485232234,0.531820118,2.78961158,0.850982606,-3.64059424,-0.408936918
3674,3.674679,0.468240499,0.485260367,0.531759501,2.79464722,0.856018066,-3.65066528,-0.408988476
3675,3.675690,0.468272775,0.485275328,0.531727195,2.77954102,0.856018066,-3.63555908,-0.408988476
3676,3.676675,0.468426138,0.485323995,0.531622291,2.78961158,0.840911746,-3.6305232,-0.409154892
3677,3.677696,0.468508452,0.485384732,0.531491578,2.75436378,0.856018066,-3.61038184,-0.409204125
3678,3.678679,0.468637943,0.485444814,0.531362057,2.73422217,0.861053407,-3.60534668,-0.409260392
3679,3.679690,0.468789518,0.485515177,0.531210482,2.71911597,0.856018066,-3.57513404,-0.409251034
3680,3.680685,0.468963146,0.485595763,0.531036854,2.70904541,0.861053407,-3.57009888,-0.409279168
3681,3.681694,0.469183147,0.485697836,0.530816793,2.69393921,0.861053407,-3.55499268,-0.409300268
3682,3.682706,0.469433874,0.485814214,0.530566156,2.66372657,0.850982606,-3.51470923,-0.409300268
3683,3.683693,0.469654351,0.485916525,0.530345619,2.62847877,0.845947206,-3.47442603,-0.409300268
3684,3.684691,0.469944656,0.486051261,0.530055344,2.60833716,0.835876405,-3.45428467,-0.409300268
3685,3.685678,0.470232248,0.486184746,0.529767752,2.578125,0.830841005,-3.40896606,-0.409300268
3686,3.686686,0.470517784,0.486317277,0.529482245,2.54791236,0.820770144,-3.36868238,-0.409300268
3687,3.687682,0.470848024,0.48647052,0.529151976,2.527771,0.800628603,-3.32839966,-0.409300268
3688,3.688691,0.471313149,0.486686379,0.528800786,2.49755836,0.790557802,-3.28811622,-0.409300268
3689,3.689675,0.471712351,0.48687166,0.528287649,2.46734595,0.77041626,-3.23776221,-0.409300268
3690,3.690695,0.472087145,0.487045586,0.527912855,2.41699219,0.755309999,-3.17230225,-0.409300268
3691,3.691680,0.472482741,0.487229198,0.527517259,2.37167335,0.740203857,-3.1118772,-0.409300268
3692,3.692690,0.472941905,0.487442285,0.527058065,2.35153174,0.720062196,-3.071594,-0.409300268
3693,3.693686,0.473516285,0.487664223,0.526579976,2.31628418,0.709991395,-3.02627563,-0.409300268
3694,3.694700,0.473976761,0.487922579,0.526023209,2.24578834,0.684814453,-2.93060279,-0.409300268
3695,3.695698,0.474497616,0.488164306,0.525502384,2.19039917,0.669708192,-2.86010742,-0.409300268
3696,3.696683,0.475036293,0.488414288,0.524963677,2.14004493,0.649566591,-2.81982398,-0.409300268
3697,3.697692,0.475553691,0.488654405,0.524446249,2.11990333,0.654602051,-2.77450538,-0.409300268
3698,3.698676,0.476108909,0.488912106,0.523891091,2.04437232,0.614318848,-2.65869117,-0.409300268
3699,3.699698,0.476681709,0.489177942,0.523318291,1.97891223,0.619354188,-2.59826636,-0.409300268
3700,3.700680,0.47742191,0.489451796,0.522728264,1.91848731,0.579071045,-2.49755836,-0.409300268
3701,3.701688,0.478050441,0.489813179,0.52194953,1.86813331,0.553893983,-2.42202735,-0.409300268
3702,3.702684,0.478677422,0.490104139,0.521322548,1.81274402,0.523681581,-2.36663818,-0.409300268
3703,3.703693,0.479320258,0.49040252,0.520679772,1.73721302,0.50857538,-2.24578834,-0.409300268
3704,3.704675,0.479946613,0.490693182,0.520053387,1.67678833,0.488433838,-2.16522217,-0.409300268
3705,3.705695,0.480636418,0.491013318,0.519363582,1.61636329,0.468292207,-2.08465552,-0.409300268
3706,3.706692,0.481513858,0.491420537,0.518645525,1.5307616,0.443115205,-1.97387683,-0.409300268
3707,3.707675,0.482205182,0.491741389,0.517794788,1.4904784,0.422973603,-1.91345203,-0.409300268
3708,3.708696,0.48293829,0.492081642,0.51706171,1.38977051,0.372619599,-1.79763782,-0.409300268
3709,3.709678,0.483657092,0.49241522,0.516342878,1.32431018,0.372619599,-1.69692981,-0.409300268
3710,3.710687,0.484426767,0.49277243,0.515573204,1.24877918,0.332336426,-1.5811156,-0.409300268
3711,3.711683,0.48515895,0.493112266,0.51484108,1.17828369,0.312194794,-1.49047852,-0.409176052
3712,3.712692,0.486121058,0.493558764,0.514072776,1.10778797,0.287017792,-1.39480579,-0.409140885
3713,3.713674,0.486913323,0.493926436,0.513086617,1.02218616,0.25176999,-1.27395618,-0.409112751
3714,3.714695,0.487714529,0.494298309,0.512285471,0.931549013,0.226593003,-1.18835449,-0.409084618
3715,3.715707,0.488496602,0.494661242,0.511503339,0.850982606,0.206451416,-1.05743408,-0.409115076
3716,3.716694,0.489324331,0.495045394,0.510675609,0.780487061,0.1863098,-0.966796875,-0.409028351
3717,3.717691,0.49012652,0.495417714,0.509873509,0.699920595,0.161132813,-0.861053407,-0.409000218
3718,3.718674,0.491168529,0.495808184,0.509032071,0.614318848,0.125884995,-0.740203857,-0.408965051
3719,3.719694,0.492010236,0.496291935,0.507989764,0.548858583,0.105743401,-0.654601991,-0.408871293
3720,3.720677,0.492851496,0.496682376,0.507148504,0.422973603,0.0704956055,-0.523681641,-0.408815026
3721,3.721690,0.493703514,0.497077793,0.506296456,0.362548798,0.0553894006,-0.417938203,-0.408838451
3722,3.722699,0.494555235,0.497473061,0.505444765,0.276946992,0.0151061993,-0.292053193,-0.408868909
3723,3.723682,0.495407909,0.497868806,0.504592061,0.1963806,0.00503540039,-0.201416001,-0.408782184
3724,3.724690,0.496484876,0.498368651,0.503730953,0.115814202,-0.0201416016,-0.0956726,-0.408747017
3725,3.725677,0.497349977,0.498770118,0.502650023,0.0553894006,-0.0402832031,-0.0151061974,-0.408718884
3726,3.726701,0.498216301,0.499172181,0.501783729,-0.0151061993,-0.0604247972,0.0755309984,-0.408749342
3727,3.727695,0.499086648,0.499576092,0.500913322,-0.0352478027,-0.0755310059,0.110778809,-0.408662617
3728,3.728690,0.499958307,0.499980658,0.500041664,-0.0755310059,-0.0755310059,0.151062012,-0.408634484
3729,3.729674,0.500829935,0.500385165,0.499170065,-0.110778801,-0.0906371996,0.201416001,-0.40860635
3730,3.730695,0.50191921,0.500890732,0.498295933,-0.140991211,-0.100708,0.241699219,-0.408498526
3731,3.731677,0.502789617,0.501294672,0.497210354,-0.176238999,-0.125884995,0.302123994,-0.40850085
3732,3.732699,0.503664553,0.501700759,0.496335477,-0.231628403,-0.130920395,0.362548798,-0.408472717
3733,3.733682,0.504521906,0.50209862,0.495478064,-0.312194794,-0.146026596,0.458221376,-0.408503175
3734,3.734690,0.505389452,0.502501249,0.494610518,-0.392761201,-0.151062012,0.543823242,-0.40843755
3735,3.735676,0.506249905,0.5029006,0.493750095,-0.473327577,-0.171203613,0.64453119,-0.408409417
3736,3.736699,0.507313609,0.503394246,0.492686331,-0.548858583,-0.1863098,0.735168397,-0.40837425
3737,3.737709,0.508169591,0.503791511,0.491830409,-0.649566591,-0.211486802,0.840911806,-0.408346117
3738,3.738696,0.50901413,0.504183471,0.4909859,-0.730133057,-0.246734604,0.941619813,-0.408376575
3739,3.739694,0.509852171,0.504572392,0.490147799,-0.815734804,-0.261840791,1.07757556,-0.40831095
3740,3.740677,0.510683417,0.504958212,0.489316612,-0.89630121,-0.287017792,1.18331897,-0.408282816
3741,3.741688,0.511506915,0.505340397,0.488493085,-0.971832216,-0.317230195,1.28906238,-0.408254683
